_step,episode,train/epsilon,train/q_mean,train/q_abs_max,train/loss,train/grad_norm,train/pending_veh
720,1,0.8813933399577093,-0.2351801185055176,11.255517959594727,0.03900193373310795,0.0503156165794346,86
1440,2,0.8616774369886111,-0.28140984781914286,21.16983413696289,0.02285124814435322,0.05505599993953688,153
2160,3,0.8424290826649069,-0.31547958521793285,30.200557708740234,0.021256757150533507,0.06070194611998482,161
2880,4,0.8236371894023177,-0.34002280742343927,38.27056121826172,0.021728574618464336,0.0659594944704117,127
3600,5,0.8052909325507558,-0.331946624070406,41.6816520690918,0.022324497433793215,0.07213313908109234,103
4320,6,0.7873797441590279,-0.339310481502778,53.44295120239258,0.024310066792855245,0.0754477139407148,5
5040,7,0.7698933068874021,-0.32936586087776554,59.63869857788086,0.022181862439416968,0.07718021699951755,57
5760,8,0.7528215480645357,-0.3300538665925463,64.9935073852539,0.02293246118739868,0.07814619225035939,4
6480,9,0.7361546338853379,-0.3157236148706741,68.76496887207031,0.023037332428308823,0.08058375450782478,46
7200,10,0.7198829637464255,-0.3050242765289214,72.93961334228516,0.023556605509171883,0.08275004466995597,41
7920,11,0.7039971647159109,-0.28872298716257017,76.90475463867188,0.024164088224966285,0.08195840583907234,27
8640,12,0.6884880861343333,-0.2806605771390928,78.20159912109375,0.022325839128138292,0.07968944845100244,9
9360,13,0.6733467943436268,-0.2739427659867538,75.53363037109375,0.022257629736042065,0.07923811663252613,73
10080,14,0.6585645675410852,-0.2599531688416998,78.28584289550781,0.0211648251282491,0.07749539917955796,3
10800,15,0.6441328907553635,-0.25773389879614117,80.53129577636719,0.01969192163281453,0.0760127163802584,3
11520,16,0.6300434509416185,-0.24725026929130156,85.859375,0.021210167920798995,0.07865397325302992,58
12240,17,0.616288132192965,-0.24033166732018194,83.78885650634766,0.022793524498896052,0.08006470947940317,12
12960,18,0.6028590110654896,-0.23773300525628857,88.1568603515625,0.022622132532220954,0.07961578544022309,3
13680,19,0.5897483520141273,-0.2344459324868189,83.91598510742188,0.022184907257582785,0.07775335595425632,22
14400,20,0.5769486029367742,-0.22619050205167796,92.4283218383789,0.02294560459332489,0.0783799737614269,15
15120,21,0.5644523908240673,-0.23051206897944213,87.03919982910156,0.021765454747946934,0.0772726493809993,99
15840,22,0.552252517512328,-0.22490749935516052,95.09915161132812,0.021684983307366363,0.07728207032713626,0
16560,23,0.5403419555372199,-0.24701163654939995,100.12156677246094,0.022656657519271702,0.08120595933869482,98
17280,24,0.5287138440857359,-0.2300608547197448,89.72412872314453,0.024651538006017087,0.08231470844087502,41
