_step,episode,train/epsilon,train/q_mean,train/q_abs_max,train/loss,train/grad_norm,train/pending_veh
720,1,0.8813933399577093,-0.26410568944888235,11.11734676361084,0.043085487974605645,0.05586049315542072,91
1440,2,0.8616774369886111,-0.3478371625352237,20.38651466369629,0.029491674590260825,0.06795962282404718,188
2160,3,0.8424290826649069,-0.35341829682389897,29.1149845123291,0.027480461150925194,0.06836625485836217,153
2880,4,0.8236371894023177,-0.3703968317765329,37.545166015625,0.02914583756355569,0.07626650757673714,113
3600,5,0.8052909325507558,-0.381761111277673,42.748985290527344,0.03123366940029276,0.08655114491056237,114
4320,6,0.7873797441590279,-0.38368648056768706,50.90058517456055,0.032592736109573806,0.09119976615119312,26
5040,7,0.7698933068874021,-0.36145868044760493,57.01519012451172,0.03060207762626103,0.09386016202366186,56
5760,8,0.7528215480645357,-0.35294682551175355,62.61561584472656,0.032430036190069386,0.09533305713492964,38
6480,9,0.7361546338853379,-0.33296298316369455,66.8772964477539,0.03228449535025801,0.09543231144650943,81
7200,10,0.7198829637464255,-0.32525658692336745,70.79280090332031,0.033428965609831114,0.1000804364370803,72
7920,11,0.7039971647159109,-0.3269163401900894,72.36431121826172,0.03559340419273616,0.10299732677845491,132
8640,12,0.6884880861343333,-0.3134620901507636,76.90130615234375,0.03327222394744038,0.1018094642760439,33
9360,13,0.6733467943436268,-0.30404669699362585,75.45262908935547,0.03342142587385347,0.10221688534754018,59
10080,14,0.6585645675410852,-0.2994989117400514,77.11216735839844,0.030888828415643527,0.09836145060447356,76
10800,15,0.6441328907553635,-0.27179361703909105,84.39350128173828,0.030596583099233816,0.10126883567103909,3
11520,16,0.6300434509416185,-0.29463486447930337,87.4247817993164,0.03455007656981858,0.10592327017544044,28
12240,17,0.616288132192965,-0.28883883733716276,85.19590759277344,0.034416217279310025,0.10498699409783714,3
12960,18,0.6028590110654896,-0.2739490266475413,90.80818176269531,0.03358317573373723,0.1052136172954407,0
13680,19,0.5897483520141273,-0.2545332066093882,81.40168762207031,0.0317112037698583,0.10533529112839865,17
14400,20,0.5769486029367742,-0.2737339014394416,92.47004699707031,0.032667963196420007,0.10228263438265357,58
15120,21,0.5644523908240673,-0.26478389487084414,88.61161804199219,0.03259321482619271,0.1049423377443519,35
15840,22,0.552252517512328,-0.25871128832093543,95.61427307128906,0.03254837318478773,0.10337135669154425,9
16560,23,0.5403419555372199,-0.2816806716430518,96.83927917480469,0.03390107533519363,0.10582260893295622,5
17280,24,0.5287138440857359,-0.26503768665716054,84.732177734375,0.03333725861577679,0.10607729155259828,13
18000,25,0.5173614850441799,-0.2440374584040708,69.56802368164062,0.03207369569798983,0.10346314758579764,0
18720,26,0.5062783391398676,-0.24307623633907902,72.07603454589844,0.030599306107291745,0.10040046414360404,0
19440,27,0.4954580221743256,-0.2393408355406589,72.07994079589844,0.030350413401093748,0.09617295625050448,3
20160,28,0.48489430134581596,-0.21148834070190786,28.04923439025879,0.030520362263066796,0.09711766244274461,1
20880,29,0.4745810916590701,-0.21967054555813473,24.959177017211914,0.02808463539954068,0.09559977150315212,1
21600,30,0.4645124524201632,-0.21302783012183177,23.484983444213867,0.02807678801246867,0.09399985600676801,13
22320,31,0.45468258381451065,-0.18532999600801203,24.162567138671875,0.026393716439229643,0.08978820913471282,5
23040,32,0.44508582356601417,-0.18083543631558616,24.45841407775879,0.02576506448256421,0.08688042118317552,23
23760,33,0.4357166436754343,-0.17653115808756814,24.07189178466797,0.024346173586511415,0.08439602961298079,0
24480,34,0.4265696472361099,-0.172109144139621,26.32182502746582,0.022548181085019475,0.08319841358396741,9
25200,35,0.41763956532519114,-0.16835143555783563,26.05525016784668,0.02254383863603127,0.08076964436719815,14
25920,36,0.4089212539685935,-0.1572958140840961,25.5881404876709,0.02302556854071251,0.08035528621015449,41
26640,37,0.4004096911779271,-0.15460751194299924,26.757579803466797,0.023932710405400334,0.08143477582941866,62
27360,38,0.39209997405769237,-0.15733828940946196,31.57510757446289,0.023323281366255187,0.08103878766350034,24
28080,39,0.38398731598107655,-0.16026820231022107,27.703649520874023,0.024328285972135037,0.08186706023342494,26
28800,40,0.3760670438327245,-0.150782483867887,31.46559715270996,0.023985138108643392,0.07878366627006067,4
29520,41,0.3683345953168948,-0.14320519184176292,27.740324020385742,0.022453978510263064,0.07580862291829868,7
30240,42,0.3607855163294514,-0.138418177034085,27.774944305419922,0.02344699924126164,0.0778763182926923,4
30960,43,0.3534154583921768,-0.13251634414514735,30.429096221923828,0.02338956846247634,0.07780464155495995,0
31680,44,0.3462201761479277,-0.13755533231629266,36.27775955200195,0.02438914400732352,0.07881784240404764,0
32400,45,0.3391955249151925,-0.1356795546391772,30.908472061157227,0.0238601823070591,0.07875962840755367,27
33120,46,0.3323374583006398,-0.1314155211672187,31.323753356933594,0.022183791433861996,0.07587385922152963,20
33840,47,0.3256420258682843,-0.137218018155545,30.635190963745117,0.02119965696555381,0.07526474279455013,42
34560,48,0.319105370863926,-0.12810800039830308,29.333845138549805,0.021330782759469,0.07253168806330197,0
35280,49,0.31272372799355336,-0.1337640395284527,29.848203659057617,0.02053768709738506,0.07147058219804119,8
36000,50,0.3064934212544302,-0.12216646761323015,30.007431030273438,0.020799425208760013,0.0737016962427232,112
36720,51,0.3004108618176158,-0.13226322166932125,26.503572463989258,0.020539911070308232,0.07180433531757444,1
37440,52,0.29447254596070077,-0.13160498377660082,29.701576232910156,0.020074789651456135,0.07146943513459215,1
38160,53,0.28867505304956587,-0.1272404728146891,28.671207427978516,0.02020553148953089,0.07176569018047303,0
38880,54,0.28301504356800206,-0.1404664479713473,31.701587677001953,0.01958315513588281,0.06996025951812043,62
39600,55,0.27748925719405704,-0.1374241038587772,28.398622512817383,0.019591646074453215,0.07047224468810277,0
40320,56,0.27209451092199954,-0.1268290940568679,28.641626358032227,0.019325641866857445,0.07012108458309538,9
41040,57,0.2668276972288201,-0.12061599227082398,27.175020217895508,0.019493392449577287,0.069099286185681,24
41760,58,0.2616857822842117,-0.11904829061176214,26.077606201171875,0.01980530504871341,0.06924004838284518,53
42480,59,0.2566658042029999,-0.1237960409010864,25.63279151916504,0.020191795632126742,0.07043379729148,0
43200,60,0.2517648713390149,-0.11801110246322222,24.32381248474121,0.019208957746579675,0.07016907296557394,74
43920,61,0.2469801606194234,-0.10720569447407292,25.263566970825195,0.019096319736531264,0.06714543818185727,28
44640,62,0.24230891591856074,-0.11678893586827649,26.899179458618164,0.019715831390769583,0.07198425644698242,3
45360,63,0.23774844647032617,-0.11968470396370523,28.280908584594727,0.020953043125013615,0.07185448326894807,46
46080,64,0.23329612531822724,-0.121040801377967,29.27890968322754,0.02022091940913621,0.07198998279119324,80
46800,65,0.22894938780218016,-0.127887204527441,30.802471160888672,0.01921115810594832,0.06976965112973832,105
47520,66,0.22470573008119482,-0.12643531094201738,28.188770294189453,0.01951309686410241,0.07069128958844684,0
48240,67,0.22056270769109299,-0.12160679958760738,31.088993072509766,0.01986330278612311,0.07129107950927896,62
48960,68,0.21651793413642956,-0.11872902277650105,27.681303024291992,0.018185767269622174,0.0692230207612738,0
49680,69,0.21256907951580495,-0.12017968608997762,28.37967300415039,0.01992552833261369,0.07093225544085727,3
50400,70,0.20871386917977763,-0.10893791590869013,26.320276260375977,0.0176167442924149,0.06994440782194336,30
51120,71,0.20495008242060314,-0.12031977150796189,30.3118953704834,0.019383829154766215,0.07086446200652669,2
51840,72,0.20127555119304513,-0.1296364071727213,27.617639541625977,0.01861415073265865,0.0699123689878939,0
52560,73,0.197688158865521,-0.1268571609734661,26.323101043701172,0.019248184435612832,0.07117001579608769,0
53280,74,0.194185839000864,-0.12286041797552671,30.1340274810791,0.0201917641965944,0.07366135723940614,3
54000,75,0.19076657416599818,-0.13249917197972536,27.642539978027344,0.02031938457027233,0.0741490372767051,26
54720,76,0.18742839476984086,-0.13257853966723715,31.588314056396484,0.020420006386282493,0.07233638339158562,4
55440,77,0.18416937792876426,-0.13313034373956423,31.749347686767578,0.02031888278797851,0.07433791608911836,54
56160,78,0.1809876463589608,-0.14774112429262864,29.692110061645508,0.02250035209500412,0.07998613526320292,0
56880,79,0.1778813672950761,-0.14383482188503777,32.72478485107422,0.02219317176236978,0.07654136219320612,122
57600,80,0.17484875143448525,-0.15176783065415092,36.08732223510742,0.024638185213229413,0.08328126812767651,2
58320,81,0.17188805190660522,-0.14225470870733262,31.54435920715332,0.02413290513908982,0.08283968291814542,0
59040,82,0.16899756326664897,-0.1421095410672327,37.98274612426758,0.022982101631997567,0.07995947886827505,24
59760,83,0.1661756205132421,-0.13010894987835653,28.180587768554688,0.024995959134442577,0.07978480175758401,19
60480,84,0.16342059812933607,-0.13789720670320094,28.98362922668457,0.02419529196243578,0.08163103414440734,6
61200,85,0.16073090914586552,-0.13770953475808104,28.25786018371582,0.0224364543047462,0.07803388366398091,0
61920,86,0.15810500422760987,-0.13286143062739736,30.91930389404297,0.021244926218868285,0.0759410434583616,89
62640,87,0.15554137078073388,-0.126803087318937,33.56376647949219,0.02263996853839166,0.07604738996726357,23
63360,88,0.15303853208149149,-0.11857378370542493,33.141231536865234,0.021416060638471714,0.07628281761426478,15
64080,89,0.15059504642559202,-0.12432316756393347,55.41911697387695,0.023046051870430042,0.08331612819909222,8
64800,90,0.14820950629773894,-0.12938202775807844,70.93994903564453,0.02456741262560374,0.08645211510205021,10
65520,91,0.1458805375608619,-0.12789453707842363,69.42916107177734,0.0251449635245889,0.087031934542271,4
66240,92,0.14360679866457593,-0.13981438449894387,76.61320495605469,0.0242419273212565,0.08711514683285107,6
66960,93,0.14138697987241122,-0.12628790926602151,71.4684829711914,0.02329053020075662,0.08466427415454139,4
67680,94,0.13921980250736876,-0.12511920979401717,75.61863708496094,0.02286794004806628,0.08217875715086444,1
68400,95,0.13710401821536702,-0.12195506426505745,69.88062286376953,0.022725070539551476,0.082748069619346,115
69120,96,0.13503840824615546,-0.12031819729600102,71.8030014038086,0.022238169318330215,0.08089182982997348,1
69840,97,0.13302178275128074,-0.12407014889953037,90.26799774169922,0.020635958220858206,0.07998227338668787,0
70560,98,0.13105298009870106,-0.13491558155251873,93.97391510009766,0.02233939995833983,0.08090924369688664,0
71280,99,0.12913086620365405,-0.1328838918202867,98.2151870727539,0.021526177677474657,0.080058055889741,0
72000,100,0.12725433387539256,-0.14064553118207387,100.48021697998047,0.020797670764053085,0.08133207251990421,0
72720,101,0.1254223021794121,-0.13487382083096439,98.09574890136719,0.021817056786838093,0.08022952092578635,0
73440,102,0.12363371581480287,-0.13596144077471561,107.65132904052734,0.02215654459481205,0.07703405430333482,1
74160,103,0.121887544506367,-0.15107478140335945,110.71504974365234,0.021506857434158318,0.07853333266684785,0
74880,104,0.12018278241115181,-0.14989489063931008,110.01277923583984,0.020613394933752714,0.07806970066675502,3
75600,105,0.11851844753905628,-0.1471264781533844,115.75439453125,0.02344199228577458,0.08254589414767301,0
76320,106,0.11689358118717764,-0.14670631897428799,114.92204284667969,0.021297349668182305,0.07937324040103703,9
77040,107,0.11530724738757206,-0.1386007808924963,103.22073364257812,0.020232453500890795,0.07809188172557495,77
77760,108,0.11375853236811115,-0.14279446615320113,119.48307800292969,0.021728155607060116,0.07849533702893596,32
78480,109,0.11224654402612402,-0.13958878484554588,114.38927459716797,0.019066717114118444,0.07622188760692047,0
79200,110,0.11077041141452144,-0.13133823631538286,122.94316864013672,0.01913695424874378,0.07636357609493037,0
79920,111,0.10932928424010621,-0.13840166622669334,113.6073989868164,0.02124049879308182,0.07668670811949091,0
80640,112,0.10792233237378085,-0.12080245011279153,118.03071594238281,0.020373628253421178,0.0712575403546604,15
81360,113,0.10654874537237016,-0.13653296898119152,59.52090835571289,0.021122487193093144,0.07230799317670365,0
